0.0326332723 -320.189032527841 
0.0652665446 -313.381913557732 
0.0978998169 -306.719061246757 
0.1305330892 -300.197418079831 
0.1631663615 -293.813991341306 
0.1957996338 -287.565851741648 
0.2284329061 -281.450132073213 
0.2610661784 -275.464025894514 
0.2936994507 -269.604786242375 
0.326332723 -263.869724371378 
0.3589659953 -258.256208520025 
0.3915992676 -252.761662703046 
0.4242325399 -247.383565529312 
0.4568658122 -242.119449044789 
0.4894990845 -236.96689760002 
0.5221323568 -231.923546741611 
0.5547656291 -226.987082127202 
0.5873989014 -222.155238463445 
0.6200321737 -217.42579846648 
0.652665446 -212.796591844446 
0.6852987183 -208.26549430156 
0.7179319906 -203.830426563293 
0.7505652629 -199.489353422218 
0.7831985352 -195.24028280407 
0.8158318075 -191.081264853607 
0.8484650798 -187.010391039838 
0.8810983521 -183.025793280218 
0.9137316244 -179.125643083407 
0.9463648967 -175.308150710189 
0.978998169 -171.571564352185 
1.0116314413 -167.91416932796 
1.0442647136 -164.334287296175 
1.0768979859 -160.830275485418 
1.1095312582 -157.400525940345 
1.1421645305 -154.043464783812 
1.1747978028 -150.757551494634 
1.2074310751 -147.541278200661 
1.2400643474 -144.393168986825 
1.2726976197 -141.311779217862 
1.305330892 -138.295694875381 
1.3379641643 -135.343531908986 
1.3705974366 -132.453935601152 
1.4032307089 -129.625579945554 
1.4358639812 -126.857167038579 
1.4684972535 -124.147426483732 
1.5011305258 -121.495114808663 
1.5337637981 -118.899014894549 
1.5663970704 -116.357935417574 
1.5990303427 -113.870710302238 
1.631663615 -111.43619818626 
1.6642968873 -109.053281896818 
1.6969301596 -106.72086793789 
1.7295634319 -104.437885988458 
1.7621967042 -102.20328841135 
1.7948299765 -100.016049772492 
1.8274632488 -97.8751663703407 
1.8600965211 -95.7796557753023 
1.8927297934 -93.7285563789006 
1.9253630657 -91.7209269525069 
1.957996338 -89.7558462154186 
1.9906296103 -87.8324124120937 
2.0232628826 -85.949742898344 
2.0558961549 -84.1069737362989 
2.0885294272 -82.3032592979526 
2.1211626995 -80.5377718771147 
2.1537959718 -78.8097013095837 
2.1864292441 -77.1182546013711 
2.2190625164 -75.4626555648048 
2.2516957887 -73.8421444623437 
2.284329061 -72.2559776579429 
2.3169623333 -70.7034272758061 
2.3495956056 -69.1837808663707 
2.3822288779 -67.6963410793722 
2.4148621502 -66.2404253438375 
2.4474954225 -64.8153655548593 
2.4801286948 -63.4205077670103 
2.5127619671 -62.0552118942539 
2.5453952394 -60.7188514162155 
2.5780285117 -59.4108130906782 
2.610661784 -58.1304966721728 
2.6432950563 -56.8773146365308 
2.6759283286 -55.6506919112759 
2.7085616009 -54.4500656117287 
2.7411948732 -53.274884782705 
2.7738281455 -52.1246101456879 
2.8064614178 -50.9987138513585 
2.8390946901 -49.8966792373709 
2.8717279624 -48.8180005912617 
2.9043612347 -47.7621829183831 
2.936994507 -46.7287417147552 
2.9696277793 -45.7172027447321 
3.0022610516 -44.7271018233797 
3.0348943239 -43.7579846034664 
3.0675275962 -42.8094063669673 
3.1001608685 -41.8809318209881 
3.1327941408 -40.9721348980132 
